case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier,RecordingId,SpeakerId,SegmentDuration,Domain,SampleRate,BitDepth,Role,IsNative,Age,Gender,Country,Accent,MainAudioFile,AudioFile
329031,Single message,[filler/] [eng_start/] okay [eng_end/] naman na [eng_start/] okay [eng_end/] naman na lahat ng impormasyon na nasabi mo ay nakatulong sa akin wala na po akong iba pang [uni/] yun lamang po at maraming salamat,Phone,Deposits,Complaint,Assigned,High,2024-01-26T15:39:00+08:00,2024-01-26T15:40:00+08:00,Low,1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf,8BB608CF-8954-4D62-A014-252F45054D60,00:00:8.560,retail,8000,16,customer,True,22,Male,Philippines,Bulacan,Audio/1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf.wav,sliced_audio/retail_329031.wav
329032,Single message,Maraming salamat din [eng_start/] sir [eng_end/] [filler/] Kinalulugod ko po [n_s/] na makatulong sa inyo [filler/] Kapag [n_s/] po nagkaroon ulit [n_s/] ng problema wag po [n_s/] kayong mahihiyang tumawag Maraming salamat po ulit paalam,Phone,Deposits,Complaint,New,High,2024-01-26T15:40:00+08:00,2024-01-26T15:41:00+08:00,Low,1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf,924C354B-AD58-4B4E-B4E5-7A02D1AAFBCE,00:00:9.078,retail,8000,16,agent,True,23,Male,Philippines,Bulacan,Audio/1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf.wav,sliced_audio/retail_329032.wav
329033,Single message,[filler/] Maraming salamat din at paalam,Phone,Deposits,Request,New,High,2024-01-26T15:41:00+08:00,2024-01-26T15:42:00+08:00,Low,1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf,8BB608CF-8954-4D62-A014-252F45054D60,00:00:3.153,retail,8000,16,customer,True,22,Male,Philippines,Bulacan,Audio/1ae485bd-9fc8-4f5b-b88d-3ed5123c4abf.wav,sliced_audio/retail_329033.wav
319601,Single message,"Magandang araw ako po si ""Jen"" [filler/] salamat po sa pagtawag sa [eng_start/] ""A. B. C. "" one two three [eng_end/] Ano pong maitutulong ko sa inyo [n_s/]",Phone,Deposits,Complaint,New,Medium,2024-01-26T15:42:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:8.607,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319601.wav
319602,Single message,Magandang araw po [eng_start/] ma'am [eng_end/] Kamusta po kayo,Phone,Deposits,Inquiry,New,Medium,2024-01-26T15:43:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:2.445,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319602.wav
319603,Single message,[filler/] Mabuti naman Paano ko po kayo matutulungan ngayon [n_s/],Phone,Deposits,Complaint,New,High,2024-01-26T15:44:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:6.256,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319603.wav
319604,Single message,[filler/] Gusto ko po sanang humingi ng tulong para sa pag [eng_start/] update [eng_end/] ng aking [eng_start/] account [eng_end/],Phone,Deposits,Request,New,Medium,2024-01-26T15:45:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:4.165,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319604.wav
319605,Single message,[filler/] Wala pong problema [eng_start/] ma'am [eng_end/] [filler/] Kayang-kaya po kitang matulungan diyan [filler/] Una po maaari ko po bang hingin ang inyong unang pangalan at apelyido,Phone,Deposits,Complaint,New,High,2024-01-26T15:46:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:12.479,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319605.wav
319606,Single message,[n_s/] [filler/] Ang inyong [eng_start/] email address [eng_end/] po,Phone,Deposits,Request,New,Low,2024-01-26T15:47:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:6.949,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319606.wav
319607,Single message,"[filler/] ""Allison Regorgo"" po",Phone,Deposits,Inquiry,New,High,2024-01-26T15:48:00+08:00,,Mid,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:2.005,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319607.wav
319608,Single message,"[filler/] ""Alison Regorgo"" [eng_start/] fourteen at ""Gmail"" dot com [eng_end/]",Phone,Deposits,Inquiry,New,Low,2024-01-26T15:49:00+08:00,,High,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:4.286,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319608.wav
319609,Single message,[filler/] Salamat po [filler/] Ano ang maitutulong ko po sa inyo,Phone,Deposits,Inquiry,New,High,2024-01-26T15:50:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:3.915,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319609.wav
319610,Single message,[filler/] gusto ko po sanang baguhin ang [eng_start/] address [eng_end/] sa [eng_start/] file [eng_end/] dahil po lumipat ako,Phone,Deposits,Request,New,Low,2024-01-26T15:51:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:4.572,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319610.wav
319611,Single message,[filler/] Matutulungan ko po diyan [eng_start/] Ma'am [eng_end/] [filler/] Para po makumpirma ano po ang inyong lumang [eng_start/] address [eng_end/],Phone,Deposits,Inquiry,Assigned,High,2024-01-26T15:52:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:7.202,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319611.wav
319612,Single message,"[filler/] ""Santa Maria Bulacan"" [n_s/]",Phone,Deposits,Inquiry,New,Low,2024-01-26T15:53:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:6.922,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319612.wav
319613,Single message,Salamat po Na-verify ko po ang inyong [eng_start/] account [eng_end/] [filler/] Maaari ko po bang hingin ang inyong bagong [eng_start/] address [eng_end/],Phone,Deposits,Request,New,High,2024-01-26T15:54:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:7.913,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319613.wav
319614,Single message,"[filler/] Sige po [filler/] ""Naujan Mindoro"" po [n_s/]",Phone,Deposits,Complaint,New,Low,2024-01-26T15:55:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:3.589,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319614.wav
319615,Single message,"Tama po ba ""Naujan Mindoro""",Phone,Deposits,Inquiry,New,Low,2024-01-26T15:56:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:2.249,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319615.wav
319616,Single message,Ayan po [filler/] Nais ko pong ikumpirma na ang [eng_start/] account [eng_end/] niyo ay nai-update ko na po,Phone,Deposits,Request,New,High,2024-01-26T15:57:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:4.767,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319616.wav
319617,Single message,[filler/] gusto ko lang po sanang i- ipabago yung [eng_start/] bill [eng_end/] na na maaaring nawala dahil sa paglipat po nawala po kasi [n_s/] nung paglipat ko po nawala po kasi yung,Phone,Credit Cards,Request,New,High,2024-01-26T15:58:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:13.542,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319617.wav
319618,Single message,[filler/] Sige po Kung gusto niyo po [filler/] i-sign up ko po kayo para sa walang papel na pagsingil [eng_start/] or paperless [eng_end/] po,Phone,Deposits,Request,New,Medium,2024-01-26T16:00:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:8.320,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319618.wav
319619,Single message,ayan po [filler/] nais ko pong ikupi- ikumpirma na lahat ng [eng_start/] bill [eng_end/] mula ngayon ay isesend na po sa inyo [eng_start/] via email [eng_end/],Phone,Deposits,Request,Assigned,Medium,2024-01-26T16:01:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:7.563,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319619.wav
319620,Single message,[filler/] Sige po maraming salamat po [filler/] Tanong ko lang [n_s/] tungkol sa nawawalang [eng_start/] bill [eng_end/],Phone,Credit Cards,Request,New,High,2024-01-26T16:02:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:4.954,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319620.wav
319621,Single message,[filler/] Iche-check ko po yan Ayan [filler/] Kung gusto niyo po i-email ko po sa inyo ang [n_s/] [eng_start/] bill [eng_end/] na nawawala po,Phone,Credit Cards,Request,New,High,2024-01-26T16:03:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:10.343,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319621.wav
319622,Single message,"[n_s/] [filler/] Tama po ba ang inyong [eng_start/] e-mail address [eng_end/] ay ""Gen Regorgo"" at ""Gmail"" dot com",Phone,Deposits,Inquiry,New,High,2024-01-26T16:04:00+08:00,,High,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:7.288,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319622.wav
319623,Single message,[filler/] Nai-send ko na po sa inyo [eng_start/] via email [eng_end/] pwede pong pa-check kung natanggap niyo na po,Phone,Deposits,Request,New,High,2024-01-26T16:05:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:4.797,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319623.wav
319624,Single message,Mabuti naman po [eng_start/] ma'am [eng_end/] [filler/] Meron po po ba kayong kailangan,Phone,Deposits,Request,New,High,2024-01-26T16:06:00+08:00,,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:3.757,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319624.wav
319625,Single message,sa ngayon po [eng_start/] Ma'am [eng_end/] wala na po maraming salamat po,Phone,Deposits,Request,New,High,2024-01-26T16:07:00+08:00,2024-01-26T16:08:00+08:00,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:2.527,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319625.wav
319626,Single message,[filler/] Salamat din po [filler/] Kung maaari po [eng_start/] ma'am [eng_end/] [filler/] Sumali po kayo sa isang [eng_start/] survey [eng_end/] Tungkol po yun sa kasiyahan ng [eng_start/] customer [eng_end/] pagkatapos ng tawag kung [eng_start/] okay [eng_end/] lang naman po [eng_start/] ma'am [eng_end/],Phone,Deposits,Complaint,Assigned,High,2024-01-26T16:08:00+08:00,2024-01-26T16:09:00+08:00,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:14.333,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319626.wav
319627,Single message,[n_s/] [filler/] Para masagutan po ang [eng_start/] survey [eng_end/] na iyon [filler/] inaadvise ko po kayong wag muna pong ibababa ang telepono hanggang sa matapos ang tawag [filler/] Muli po maraming salamat po sa pagtawag at ba-bye po,Phone,Deposits,Complaint,New,High,2024-01-26T16:09:00+08:00,2024-01-26T16:10:00+08:00,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,FBC06E9C-3120-4E46-81F7-D20C38838FA7,00:00:20.966,retail,8000,16,agent,True,32,Female,Philippines,Bulacan,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319627.wav
319628,Single message,Sige po Maraming salamat po Paalam po,Phone,Credit Cards,Request,New,High,2024-01-26T16:10:00+08:00,2024-01-26T16:11:00+08:00,Low,3d2f9e20-3dc6-443d-9c5f-85f911388568,84E54BBA-78F8-4104-82A1-C5919E4EFF7B,00:00:2.247,retail,8000,16,customer,True,35,Female,Philippines,Albay,Audio/3d2f9e20-3dc6-443d-9c5f-85f911388568.wav,sliced_audio/retail_319628.wav
366073,Single message,"Salamat sa pagtawag sa [eng_start/] ""A. B. C. Bank"" [eng_end/] anong maitutulong ko sa inyo ngayon",Phone,Deposits,Inquiry,New,Low,2024-01-26T16:11:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:6.409,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366073.wav
366074,Single message,[n_s/] [eng_start/] hi [eng_end/] magandang araw kamusta [uni/] [n_s/],Phone,Deposits,Inquiry,New,Medium,2024-01-26T16:12:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:6.282,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366074.wav
366075,Single message,[filler/] [eng_start/] okay [eng_end/] naman po [filler/] ano hong maitutulong ko sa inyo,Phone,Deposits,Complaint,New,High,2024-01-26T16:13:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:4.815,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366075.wav
366076,Single message,[n_s/] [filler/] tumawag kasi ako ngayon kasi gusto kong [filler/] tignan yung lagay nung [filler/] inorder kong produkto sa tindahan niyo para po ma-pick up ko sana,Phone,Credit Cards,Complaint,New,High,2024-01-26T16:14:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:12.266,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366076.wav
366077,Single message,[filler/] [eng_start/] Okay [eng_end/] [filler/] pwede ho bang malaman ang lokasyon ng tindahan,Phone,Deposits,Inquiry,New,Medium,2024-01-26T16:15:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:3.305,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366077.wav
366078,Single message,"[n_s/] [filler/] yung [eng_start/] address [eng_end/] nila [uni/] ""Makiling Street Makati City"" [n_s/]",Phone,Deposits,Inquiry,New,Low,2024-01-26T16:16:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:11.276,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366078.wav
366079,Single message,[filler/] Sige po [filler/] maghintay lamang po ng ilang [filler/] segundo at [filler/] huwag muna ibaba ang telepono kausapin ko lang po ang tindahan,Phone,Deposits,Request,New,High,2024-01-26T16:17:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:7.874,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366079.wav
366080,Single message,[n_s/] sige salamat ha maghihintay muna ako dito [n_s/],Phone,Deposits,Inquiry,New,High,2024-01-26T16:18:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:7.772,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366080.wav
366081,Single message,[filler/] [eng_start/] Hello ma'am okay [eng_end/] na po nakausap ko na po ang tindahan,Phone,Deposits,Inquiry,New,High,2024-01-26T16:19:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:3.493,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366081.wav
366082,Single message,[n_s/] gusto ko ngang tignan kung anong lagay nung inorder kong [eng_start/] item [eng_end/] [n_s/],Phone,Deposits,Inquiry,New,Low,2024-01-26T16:20:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:6.504,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366082.wav
366083,Single message,[n_s/] Ganun ba [filler/] pwede ho bang malaman kung kailan [eng_start/] order [eng_end/] [n_s/],Phone,Credit Cards,Inquiry,New,Low,2024-01-26T16:21:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:6.262,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366083.wav
366084,Single message,[n_s/] [filler/] hingin ko yung [eng_start/] item [eng_end/] o yung produkto na yun nung isang araw [filler/] sabado yun mga ala una ng hapon,Phone,Deposits,Complaint,New,Low,2024-01-26T16:22:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:7.822,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366084.wav
366085,Single message,"[n_s/] [filler/] Saglit lang po [eng_start/] ma'am [eng_end/] ichecheck ko [n_s/] [eng_start/] so [eng_end/] bali [filler/] ang karaniwan kasing nangyayare sa pagpapadala [filler/] na dumarating sa tindahan sa bandang huling bahagi ng araw ng ""Linggo"" [n_s/]",Phone,Deposits,Complaint,Assigned,High,2024-01-26T16:23:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:17.612,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366085.wav
366086,Single message,[n_s/] ganon ba pwede bang pakitignan mo ng mabuti baka nakaligtaan mo lang,Phone,Deposits,Inquiry,New,Low,2024-01-26T16:24:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:5.367,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366086.wav
366087,Single message,sige sige po wala pong anuman [filler/] walang pong problema [filler/] pwede ho bang makuha ang [filler/] numero ng [eng_start/] order [eng_end/],Phone,Deposits,Complaint,New,High,2024-01-26T16:25:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:5.632,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366087.wav
366088,Single message,[filler/] sige tamang tama hawak ko yung papel [filler/] yung numero ng [eng_start/] order [eng_end/] at [eng_start/] order [eng_end/] na para dito [filler/] [eng_start/] eight three four eight six four six nine [eng_end/] [n_s/],Phone,Deposits,Request,Assigned,High,2024-01-26T16:26:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:13.866,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366088.wav
366089,Single message,[n_s/],Phone,Deposits,Complaint,New,Low,2024-01-26T16:27:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:4.695,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366089.wav
366090,Single message,[eng_start/] okay [eng_end/] marami pong salamat [eng_start/] and [eng_end/] [filler/] pwede po ba makuha ang apelyido niyo [eng_start/] ma'am [eng_end/],Phone,Deposits,Inquiry,Assigned,High,2024-01-26T16:28:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:4.420,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366090.wav
366091,Single message,"[filler/] ""Marcelo Mar Celo"" [n_s/]",Phone,Deposits,Inquiry,New,Low,2024-01-26T16:29:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:3.558,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366091.wav
366092,Single message,[eng_start/] okay [eng_end/] [filler/] sige po saglit lang [eng_start/] ma'am [eng_end/] ha [filler/] babalikan ko po kita tatanungin ko lang ang [n_s/] [filler/] may nakalimutan pala ako [eng_start/] sorry [eng_end/] [filler/] pwede ko bang malaman kung ano yung [eng_start/] item [eng_end/] pala na pinadala niyo,Phone,Deposits,Complaint,Assigned,High,2024-01-27T14:30:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:14.081,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366092.wav
366093,Single message,[n_s/] [filler/] yung mga produkto kasi na bilinili ko tatlong sapatos yon [filler/] [n_s/],Phone,Credit Cards,Inquiry,New,High,2024-01-27T10:15:00+08:00,,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,6C5007ED-75E7-4FBC-BB11-47222FDCAD04,00:00:11.249,retail,8000,16,customer,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366093.wav
366094,Single message,[uni/] [filler/] [eng_start/] Okay [eng_end/] po sige po saglit lang ho [eng_start/] ma'am [eng_end/] [n_s/] [filler/] bali yung [eng_start/] order [eng_end/] niyo pala [eng_start/] ma'am [eng_end/] dumating na at [filler/] [eng_start/] ready [eng_end/] na po siya na ma-pick up,Phone,Deposits,Complaint,Assigned,High,2024-01-26T09:00:00+08:00,2024-01-26T10:00:00+08:00,Low,405ec955-fbcd-4a0a-b09b-5784487c06fc,57881FC4-A7E1-45E5-90B5-CF8D8D54BB0E,00:00:11.346,retail,8000,16,agent,True,38,Male,Philippines,National Capital Region (Metro Manila),Audio/405ec955-fbcd-4a0a-b09b-5784487c06fc.wav,sliced_audio/retail_366094.wav
